0,0,0,0,1574,5,17909,1651,6556,5315,4215,4339,1016
0,0,0,0,1574,2,17909,1651,6556,5315,4215,4339,1016
0,0,0,0,1574,13,17909,1651,6556,5315,4215,4339,1016
0,0,0,0,6995,23,4989,6278,13462,3078,3548,3418,1069
0,0,0,0,6995,44,4989,6278,13462,3078,3548,3418,1069
0,0,0,0,6995,39,4989,6278,13462,3078,3548,3418,1069
0,0,53,44,3139,8,1788,11023,5278,5472,10626,5973,1912
0,0,53,44,3139,56,1788,11023,5278,5472,10626,5973,1912
0,0,53,44,3139,40,1788,11023,5278,5472,10626,5973,1912
0,0,53,44,3139,0,1788,11023,5278,5472,10626,5973,1912
0,0,53,44,3139,33,1788,11023,5278,5472,10626,5973,1912
0,0,53,44,3139,35,1788,11023,5278,5472,10626,5973,1912
0,0,74,24,3587,17,5825,2525,4471,13198,4410,5194,1597
0,0,74,24,3587,19,5825,2525,4471,13198,4410,5194,1597
0,0,75,20,4662,6,20465,8382,11892,18327,9683,4204,1452
0,0,75,20,4662,3,20465,8382,11892,18327,9683,4204,1452
0,0,75,20,4662,59,20465,8382,11892,18327,9683,4204,1452
0,0,60,4,4092,16,21908,1825,9720,10467,8121,4018,1769
0,0,60,4,4092,22,21908,1825,9720,10467,8121,4018,1769
0,0,60,4,4092,58,21908,1825,9720,10467,8121,4018,1769
0,0,50,7,1856,50,16144,4007,4260,5724,7057,2724,2419
0,0,50,7,1856,21,16144,4007,4260,5724,7057,2724,2419
0,0,50,7,1856,-40,16144,4007,4260,5724,7057,2724,2419
0,0,47,4,10757,43,14386,6105,1299,7833,6497,1565,1535
0,0,47,4,10757,16,14386,6105,1299,7833,6497,1565,1535
0,0,50,10,4575,-9,8788,6895,9292,9333,7507,2172,1399
0,0,50,10,4575,29,8788,6895,9292,9333,7507,2172,1399
0,0,50,10,4575,-39,8788,6895,9292,9333,7507,2172,1399
0,0,40,17,4124,39,15099,4058,10521,8626,3460,5023,1804
0,0,40,17,4124,17,15099,4058,10521,8626,3460,5023,1804
0,0,40,17,4124,18,15099,4058,10521,8626,3460,5023,1804
0,0,43,34,3318,18,1787,9096,3852,6309,6082,4717,2543
0,0,43,34,3318,16,1787,9096,3852,6309,6082,4717,2543
0,0,43,34,3318,39,1787,9096,3852,6309,6082,4717,2543
0,0,48,26,6768,65,10803,2295,1584,11099,6547,4246,2820
0,0,48,26,6768,6,10803,2295,1584,11099,6547,4246,2820
0,0,63,16,1912,41,9467,1777,8190,6553,15590,7957,2347
0,0,63,16,1912,6,9467,1777,8190,6553,15590,7957,2347
0,0,63,16,1912,33,9467,1777,8190,6553,15590,7957,2347
0,0,80,16,2683,32,6936,6686,1939,3290,5362,2901,1525
0,0,80,16,2683,59,6936,6686,1939,3290,5362,2901,1525
0,0,80,16,2683,28,6936,6686,1939,3290,5362,2901,1525
0,0,77,13,4082,40,4302,8614,4937,7357,5956,3552,594
0,0,77,13,4082,69,4302,8614,4937,7357,5956,3552,594
0,0,77,13,4082,44,4302,8614,4937,7357,5956,3552,594
0,0,77,13,4082,-17,4302,8614,4937,7357,5956,3552,594
0,0,77,13,4082,58,4302,8614,4937,7357,5956,3552,594
0,0,70,37,3821,17,6891,6702,4002,7924,17344,5726,1025
0,0,70,37,3821,23,6891,6702,4002,7924,17344,5726,1025
0,0,70,37,3821,-8,6891,6702,4002,7924,17344,5726,1025
0,0,66,35,17703,28,15460,8028,6703,8370,7158,2930,3009
0,0,66,35,17703,8,15460,8028,6703,8370,7158,2930,3009
0,0,66,35,17703,16,15460,8028,6703,8370,7158,2930,3009
0,0,78,24,7848,82,7111,3079,4587,4804,10552,2565,2381
0,0,78,24,7848,25,7111,3079,4587,4804,10552,2565,2381
0,0,78,24,7848,23,7111,3079,4587,4804,10552,2565,2381
0,0,88,8,3134,75,16122,2940,4298,3798,11309,3411,2668
0,0,88,8,3134,60,16122,2940,4298,3798,11309,3411,2668
